MEDICATION_NM,count,perc
PHENYLEPHRINE 250 ML ADULT INFUSION (VARIABLE CONCENTRATION) (UCI),36,0.09071437570870605
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG/15ML OR SOLN,36,0.09071437570870605
HYDROCORTISONE 1 % EX CREA,36,0.09071437570870605
TETRAHYDROZOLINE HCL 0.05 % OP SOLN,35,0.08819453193901979
POTASSIUM PHOSPHATES IVPB <= 40 MEQ (UCI),35,0.08819453193901979
IRON SUCROSE IVPB 200 MG (UCI),35,0.08819453193901979
CEFEPIME HCL 1 GM IJ SOLR,35,0.08819453193901979
GENTAMICIN INTRATHECAL INJECTION (UCI),34,0.0856746881693335
ATROPINE SULFATE 1 MG/10ML IJ SOSY,34,0.0856746881693335
RIFAMPIN 300 MG OR CAPS,34,0.0856746881693335
TALC 4 GM PL AERP,34,0.0856746881693335
LIDOCAINE 1%-VASOPRESSIN INJECTION SOLUTION (OPTIME),34,0.0856746881693335
TIOTROPIUM BROMIDE MONOHYDRATE 18 MCG IN CAPS,34,0.0856746881693335
IPRATROPIUM BROMIDE 0.02 % IN SOLN,34,0.0856746881693335
APIXABAN 5 MG PO TABS,34,0.0856746881693335
BRIMONIDINE TARTRATE 0.2 % OP SOLN,34,0.0856746881693335
CEFAZOLIN IV 1 GM,34,0.0856746881693335
DAPTOMYCIN IVPB (UCI),34,0.0856746881693335
MEPERIDINE HCL 25 MG/ML IJ SOLN,34,0.0856746881693335
POLYMYXIN B SULFATE 500000 UNIT IJ SOLR,33,0.08315484439964722
PHYTONADIONE IVPB (DOSES > 1 MG) (UCI),33,0.08315484439964722
ALBUMIN HUMAN 25 % IV SOLN (UCI),33,0.08315484439964722
TIZANIDINE HCL 4 MG OR TABS,33,0.08315484439964722
LEVOTHYROXINE SODIUM 25 MCG OR TABS,33,0.08315484439964722
NITROGLYCERIN 100 MCG/ML IV 10 ML (UCI),32,0.08063500062996094
LORAZEPAM 0.5 MG OR TABS,32,0.08063500062996094
ASPIRIN 325 MG OR TABS,32,0.08063500062996094
BASILIXIMAB INFUSION,32,0.08063500062996094
BUSPIRONE HCL 10 MG OR TABS,32,0.08063500062996094
SODIUM CHLORIDE 23.4% CONCENTRATED INJECTION,32,0.08063500062996094
UCSD EXTEMPORANEOUS TEMPLATE,32,0.08063500062996094
GLUCAGON HCL RDNA (DIAGNOSTIC) 1 MG IJ SOLR,32,0.08063500062996094
POTASSIUM CHLORIDE 20 MEQ/15ML (10%) OR SOLN,32,0.08063500062996094
CEPHALEXIN 500 MG OR CAPS,32,0.08063500062996094
DONEPEZIL HCL 5 MG OR TABS,31,0.07811515686027466
VANCOMYCIN IVPB (VARIABLE DOSES IN 250 ML),31,0.07811515686027466
AMPICILLIN-SULBACTAM SODIUM 3 (2-1) GM IJ SOLR,31,0.07811515686027466
SULFUR HEXAFLUORIDE MICROSPH 60.7-25 MG IV SUSR,31,0.07811515686027466
GENTAMICIN IRRIGATION (UCI),31,0.07811515686027466
"BUPIVACAINE 0.5%-EPI 1:200,000 AND LIDOCAINE 1% (OPTIME)",31,0.07811515686027466
MITOMYCIN IN SODIUM CHLORIDE CHEMO INJECTION (UCI),31,0.07811515686027466
SODIUM HYALURONATE INTRAOCULAR INJECTION (OPTIME)(UCI),31,0.07811515686027466
VANCOMYCIN OPHTHALMIC 100 MG/ML (OPTIME),31,0.07811515686027466
FLUTICASONE PROPIONATE 50 MCG/ACT NA SUSP,31,0.07811515686027466
CEFEPIME IV 2 GM,31,0.07811515686027466
TOBRAMYCIN 15 MG/ML OP SOLN (COMPOUNDED),30,0.07559531309058838
BUMETANIDE 0.25 MG/ML IJ SOLN,30,0.07559531309058838
OXANDROLONE 10 MG OR TABS,30,0.07559531309058838
HYDRALAZINE HCL 10 MG OR TABS,30,0.07559531309058838
VALSARTAN 40 MG OR TABS,30,0.07559531309058838
FENTANYL INFUSION 50 MCG/ML,30,0.07559531309058838
MEMANTINE HCL 5 MG OR TABS,30,0.07559531309058838
NA HYALUR & NA CHOND-NA HYALUR 0.55-0.5 ML IO KIT,30,0.07559531309058838
LEVOFLOXACIN IN D5W 750 MG/150ML IV SOLN,30,0.07559531309058838
DIGOXIN 0.125 MG OR TABS,30,0.07559531309058838
"BUPIVACAINE 0.25%-EPI 1:200,000 AND LIDOCAINE 1% (OPTIME)",30,0.07559531309058838
VASHE WOUND THERAPY EX SOLN,30,0.07559531309058838
ATENOLOL 25 MG OR TABS,30,0.07559531309058838
MIDAZOLAM HCL 5 MG/5ML IJ SOLN,30,0.07559531309058838
ACETYLCHOLINE CHLORIDE 1:100 IO SOLR,29,0.0730754693209021
AMLODIPINE 2.5 MG OR TABS,29,0.0730754693209021
CEFOXITIN SODIUM 2 GM IV SOLR,29,0.0730754693209021
DILTIAZEM HCL COATED BEADS 120 MG OR CP24 WRAPPER (UCI),29,0.0730754693209021
METOPROLOL SUCCINATE 12.5 MG OR TB24 (HALF TABLET),28,0.07055562555121583
NEOMYCIN-POLYMIXIN GU IRRIGANT 2 ML IN 3000 ML NS (OPTIME),28,0.07055562555121583
METFORMIN HCL 500 MG OR TABS,28,0.07055562555121583
NICARDIPINE 40 MG/200 ML NACL 0.83% PREMIX INFUSION (UCI),28,0.07055562555121583
MITOMYCIN INTRAVESICAL INSTILLATION (UCI),28,0.07055562555121583
"LIDOCAINE 1% W/ EPI 1:100,000 AND SODIUM BICARBOBATE (UCI)(OPTIME)",28,0.07055562555121583
DIAZEPAM 2 MG OR TABS,28,0.07055562555121583
BUSPIRONE HCL 5 MG OR TABS,28,0.07055562555121583
SODIUM HYALURONATE 30 MG/ML IO SOLN (UCI),28,0.07055562555121583
DEXTROSE 10% + SODIUM CHLORIDE 0.9% + ADDITIVES (UCI),27,0.06803578178152954
DULOXETINE HCL 20 MG OR CPEP,27,0.06803578178152954
POTASSIUM & SODIUM PHOSPHATES 280-160-250 MG OR PACK,27,0.06803578178152954
SODIUM BICARBONATE 150 MEQ/1000 ML INFUSION (UCI)(OPTIME),27,0.06803578178152954
DORZOLAMIDE HCL 2 % OP SOLN,27,0.06803578178152954
RACEPINEPHRINE HCL 2.25 % IN NEBU,27,0.06803578178152954
SUCRALFATE 1 GM OR TABS,27,0.06803578178152954
ALPRAZOLAM 0.25 MG OR TABS,27,0.06803578178152954
VANCOMYCIN INTRATHECAL OR INTRAVENTRICULAR INJECTION (UCI),27,0.06803578178152954
HALOPERIDOL LACTATE 5 MG/ML IJ SOLN,27,0.06803578178152954
BUDESONIDE (INHALATION) 0.5 MG/2ML IN SUSP,27,0.06803578178152954
VANCOMYCIN OPHTHALMIC INJ 10 MG/ML (UCI),27,0.06803578178152954
DEXAMETHASONE 1 MG OR TABS,27,0.06803578178152954
FLUDROCORTISONE ACETATE 0.1 MG OR TABS,27,0.06803578178152954
FLORANEX PO TABS,27,0.06803578178152954
BRIMONIDINE TARTRATE 0.1 % OP SOLN,27,0.06803578178152954
"BACITRACIN 50,000 UNITS IN 1000 ML STERILE WATER IRRIGATION (OPTIME)",27,0.06803578178152954
FLUOXETINE HCL 10 MG OR CAPS,26,0.06551593801184327
CEFAZOLIN IV 1 GM IN SWFI,26,0.06551593801184327
ISOSORBIDE DINITRATE 5 MG OR TABS,26,0.06551593801184327
OXYCODONE HCL 15 MG OR TABS,26,0.06551593801184327
CEFTAZIDIME IVPB 1 GM (UCI),26,0.06551593801184327
QUETIAPINE FUMARATE 12.5 MG OR TABS (HALF TABLET),26,0.06551593801184327
OMEGA-3 FISH OIL 1000 MG PO CAPS,26,0.06551593801184327
CLEVIDIPINE 25 MG/50ML IV EMUL,26,0.06551593801184327
TIMOLOL MALEATE 0.5 % OP SOLN,26,0.06551593801184327
EPOETIN ALFA-EPBX 3000 UNIT/ML IJ SOLN,26,0.06551593801184327
GEMCITABINE BLADDER IRRIGATION IN NS (UCI)(OPTIME),26,0.06551593801184327
OMNIPAQUE 240 50 ML WITH HEPARIN 500 UNITS (OPTIME),26,0.06551593801184327
POTASSIUM CHLORIDE 20 MEQ OR PACK,26,0.06551593801184327
PREGABALIN 50 MG OR CAPS,26,0.06551593801184327
LEVOTHYROXINE SODIUM 125 MCG OR TABS,26,0.06551593801184327
ESMOLOL HCL (PF) 100 MG/10ML IV SOSY,25,0.06299609424215699
LACTULOSE ENEMA RE SOLN,25,0.06299609424215699
EPHEDRINE SULFATE-NACL (PF) 50-0.9 MG/10ML-% IV SOSY,25,0.06299609424215699
VENLAFAXINE HCL 75 MG OR TABS,25,0.06299609424215699
LEVALBUTEROL HCL 0.63 MG/3ML IN NEBU,25,0.06299609424215699
IOHEXOL 350 MG/ML CO SOLN,25,0.06299609424215699
DEXTROSE-KCL-NACL 5-0.15-0.45 % IV SOLN,25,0.06299609424215699
SODIUM CHLORIDE 0.45 % IV SOLN,25,0.06299609424215699
IOHEXOL 180 MG/ML IJ SOLN,25,0.06299609424215699
CALCIUM GLUCONATE 4 G IVPB (UCI),25,0.06299609424215699
HEPARIN (PORCINE) IN NACL 100-0.45 UNIT/ML-% IJ SOLN,25,0.06299609424215699
MINERAL OIL OR OIL,25,0.06299609424215699
PARAGARD INTRAUTERINE COPPER IU IUD,24,0.060476250472470704
VANCOMYCIN 25 MG/ML OPHTHALMIC SOLN (COMPOUNDED),24,0.060476250472470704
QUETIAPINE FUMARATE 200 MG OR TABS,24,0.060476250472470704
HYDROCORTISONE IVPB,24,0.060476250472470704
MORPHINE SULFATE ER 15 MG PO TBCR,24,0.060476250472470704
TRYPAN BLUE 0.15 % OP SOLN,24,0.060476250472470704
COLCHICINE 0.6 MG OR TABS,24,0.060476250472470704
INFLUENZA VAC SPLIT HIGH-DOSE 0.5 ML IM SUSY,24,0.060476250472470704
"TOBRAMYCIN 80 MG AND CEFAZOLIN 1,000 MG IN 1,000 ML NS IRRIGATION (OPTIME)(UCI)",24,0.060476250472470704
FLEET ADULT ENEMA 7-19 GM/118ML RE ENEM,24,0.060476250472470704
OXYBUTYNIN CHLORIDE 5 MG OR TB24,23,0.05795640670278443
VITAMIN A 10000 UNIT OR CAPS (UCI),23,0.05795640670278443
LABETALOL HCL 100 MG OR TABS,23,0.05795640670278443
POTASSIUM PHOSPHATES IVPB <= 30 MEQ (UCI),23,0.05795640670278443
AZITHROMYCIN IVPB 500 MG,23,0.05795640670278443
TICAGRELOR 90 MG PO TABS (UCI),23,0.05795640670278443
VANCOMYCIN IVPB 500 MG,23,0.05795640670278443
GENTAMICIN SULFATE 10 MG/ML IJ SOLN,23,0.05795640670278443
PANCRELIPASE (LIP-PROT-AMYL) 12000 UNITS PO CPEP,23,0.05795640670278443
LACOSAMIDE IVPB (UCI),23,0.05795640670278443
CEFOXITIN IV 1 GM,23,0.05795640670278443
NOREPINEPHRINE 4 MCG/ML IN SODIUM CHLORIDE INJECTION (UCI),23,0.05795640670278443
VALSARTAN 160 MG OR TABS,22,0.05543656293309814
VALACYCLOVIR HCL 500 MG OR TABS,22,0.05543656293309814
NOREPINEPHRINE 8 MG/250 ML NS INFUSION (NON-STANDARD) (UCI),22,0.05543656293309814
BACITRACIN-NEOMYCIN-POLYMYXIN 400-3.5-5000 EX OINT,22,0.05543656293309814
AQUAPHOR OINT (UCI),22,0.05543656293309814
PHENYLEPHRINE HCL 2.5 % OP SOLN,22,0.05543656293309814
CEFTAZIDIME IV PUSH 2 GM IN SWFI 10 ML,22,0.05543656293309814
DOXYCYCLINE IVPB 100MG (UCI),22,0.05543656293309814
ALPRAZOLAM 0.5 MG OR TABS,22,0.05543656293309814
ADULT REPLACEMENT FLUID INFUSION (UCI),22,0.05543656293309814
NICARDIPINE HCL IN NACL 40-0.9 MG/200ML-% IV SOLN,22,0.05543656293309814
HYDROXYCHLOROQUINE SULFATE 200 MG OR TABS,22,0.05543656293309814
CYCLOSPORINE 0.05 % OP EMUL,22,0.05543656293309814
LAMOTRIGINE 200 MG OR TABS,22,0.05543656293309814
VITAMIN B-12 (CYANOCOBALAMIN) 50 MCG (HALF TABLET)(UCI),22,0.05543656293309814
DEXAMETHASONE IVPB (UCI),22,0.05543656293309814
SODIUM CHLORIDE 3 % IV BOLUS FROM BAG (UCI),22,0.05543656293309814
VENLAFAXINE HCL 75 MG OR CP24,22,0.05543656293309814
FOLIC ACID 200 MCG/ML ORAL SOLN (UCI COMPOUNDED),22,0.05543656293309814
DOXAZOSIN MESYLATE 4 MG OR TABS,21,0.05291671916341187
RIFAXIMIN 550 MG PO TABS,21,0.05291671916341187
DICYCLOMINE HCL 10 MG OR CAPS,21,0.05291671916341187
ETHIODIZED OIL 480 MG/ML IJ OIL,21,0.05291671916341187
TRYPAN BLUE 0.06 % OP SOLN,21,0.05291671916341187
EPOETIN ALFA-EPBX 4000 UNIT/ML IJ SOLN,21,0.05291671916341187
HYDROXOCOBALAMIN IVPB,21,0.05291671916341187
SODIUM BICARBONATE 150 MEQ/1000 ML INFUSION (UCI),21,0.05291671916341187
POTASSIUM CHLORIDE CR 10 MEQ OR TBCR,21,0.05291671916341187
DILTIAZEM HCL 30 MG OR TABS,21,0.05291671916341187
DIAZEPAM 5 MG OR TABS,21,0.05291671916341187
CALCIUM CARBONATE ANTACID 1250 MG/5ML PO SUSP,21,0.05291671916341187
FAT EMUL FISH OIL/PLANT BASED 20 % IV EMUL,21,0.05291671916341187
AMANTADINE HCL 100 MG OR CAPS,21,0.05291671916341187
FLUORESCEIN SODIUM 0.6 MG OP STRP,21,0.05291671916341187
METOLAZONE 5 MG OR TABS,21,0.05291671916341187
SEVELAMER CARBONATE 0.8 G PO PACK,21,0.05291671916341187
VANCOMYCIN 1250 MG IN 250 ML NS PREMIX IVPB,21,0.05291671916341187
METOCLOPRAMIDE HCL 10 MG OR TABS,21,0.05291671916341187
OXYCODONE HCL 5 MG/5ML OR SOLN,20,0.05039687539372559
MIDAZOLAM 250 MG/250 ML NS INFUSION (UCI),20,0.05039687539372559
NA BICARB 150 MEQ/L IN STERILE WATER CRRT REPLACEMENT FLUID,20,0.05039687539372559
PEG 3350-KCL-NABCB-NACL-NASULF 236 GM OR SOLR,20,0.05039687539372559
FERROUS SULFATE 300 (60 FE) MG/5ML OR SYRP,20,0.05039687539372559
CEFOXITIN IV PUSH 1 GM IN SWFI 10 ML (UCI),20,0.05039687539372559
EPINEPHRINE 1 MG/ML IJ SOLN,20,0.05039687539372559
OMEGA-3-ACID ETHYL ESTERS 1 GM OR CAPS,20,0.05039687539372559
OFLOXACIN 0.3 % OT SOLN,20,0.05039687539372559
CLONAZEPAM 1 MG OR TABS,20,0.05039687539372559
POTASSIUM PHOSPHATES IVPB <= 20 MEQ (UCI),20,0.05039687539372559
ICETAMINOPHEN 325 MG OR TABS,20,0.05039687539372559
EMPAGLIFLOZIN 10 MG PO TABS,20,0.05039687539372559
TRIAMCINOLONE ACETONIDE 10 MG/ML IJ SUSP,20,0.05039687539372559
CIPROFLOXACIN HCL 500 MG OR TABS,20,0.05039687539372559
PREGABALIN 100 MG OR CAPS,20,0.05039687539372559
MUCOSITIS MIXTURE FORMULA #3 MT SOLN (COMPOUNDED),20,0.05039687539372559
BUDESONIDE (INHALATION) 0.25 MG/2ML IN SUSP,20,0.05039687539372559
DIAZEPAM 5 MG/ML IJ SOLN,20,0.05039687539372559
LIDOCAINE 1% AND SODIUM BICARB (OPTIME),19,0.04787703162403931
ERTAPENEM IV 1 GM,19,0.04787703162403931
CHLORTHALIDONE 25 MG OR TABS,19,0.04787703162403931
NAFCILLIN IVPB 1 GM (UCI),19,0.04787703162403931
DIPHENHYDRAMINE-ZINC ACETATE 2-0.1 % EX CREA,19,0.04787703162403931
CLINDAMYCIN IVPB IN NS,19,0.04787703162403931
AMANTADINE HCL 50 MG/5ML OR SYRP,19,0.04787703162403931
SUFENTANIL CITRATE 50 MCG/ML IV SOLN,19,0.04787703162403931
ENOXAPARIN SODIUM 60 MG/0.6ML SC SOLN,19,0.04787703162403931
MELOXICAM 7.5 MG OR TABS,19,0.04787703162403931
OCTREOTIDE ACETATE 1000 MCG/ML IJ SOLN,19,0.04787703162403931
EPOETIN ALFA-EPBX 10000 UNIT/ML IJ SOLN,19,0.04787703162403931
MECLIZINE HCL 12.5 MG OR TABS,19,0.04787703162403931
SIMETHICONE 40 MG/0.6ML OR SUSP,19,0.04787703162403931
SODIUM HYALURONATE 23 MG/ML IO SOLN,19,0.04787703162403931
FLUTICASONE PROPIONATE  HFA 110 MCG/ACT IN AERO,19,0.04787703162403931
"BUPIVACAINE 0.25% AND LIDOCAINE 1%-EPI 1:100,000 AND SODIUM BICARB (OPTIME)",18,0.045357187854353026
PHENYTOIN SODIUM 50 MG/ML IJ SOLN,18,0.045357187854353026
BENAZEPRIL HCL 2.5 MG OR TABS (HALF TABLET),18,0.045357187854353026
MILRINONE 50 MG/250 ML NS INFUSION (UCI),18,0.045357187854353026
PYRIDOXINE (B-6) 50 MG OR TABS,18,0.045357187854353026
BENZOCAINE 20 % MT SOLN,18,0.045357187854353026
POTASSIUM CHLORIDE IVPB 40 MEQ (UCI) CENTRAL LINE,18,0.045357187854353026
AMOXICILLIN-POT CLAVULANATE 875-125 MG OR TABS,18,0.045357187854353026
GUAIFENESIN 100 MG/5ML OR SOLN,18,0.045357187854353026
LEVALBUTEROL HCL 1.25 MG/3ML IN NEBU,18,0.045357187854353026
ALPRAZOLAM 1 MG OR TABS,18,0.045357187854353026
SODIUM CHLORIDE (INHALANT) 7 % IN NEBU,18,0.045357187854353026
GADOTERIDOL 279.3 MG/ML IV SOLN,17,0.04283734408466675
VASOPRESSIN 20 UNITS IN NS 20 ML (OPTIME),17,0.04283734408466675
METHYLENE BLUE 0.5% 6 ML IN 100 ML NS SOLUTION (OPTIME),17,0.04283734408466675
CALCIUM GLUCONATE-NACL 2-0.675 GM/100ML-% IV SOLN,17,0.04283734408466675
CEFTAZIDIME IV PUSH 1 GM IN SWFI 10 ML,17,0.04283734408466675
ARIPIPRAZOLE 5 MG OR TABS,17,0.04283734408466675
AMIODARONE 540 MG/250 ML D5W MAINTENANCE INFUSION FOR CENTRAL LINE (UCI),17,0.04283734408466675
NACL 0.9% CRRT MACHINE PRE-FILTER FLUID,17,0.04283734408466675
ISOSORBIDE DINITRATE 20 MG OR TABS,17,0.04283734408466675
VITAMIN C 250 MG OR TABS,17,0.04283734408466675
ZINC OXIDE 40 % EX PSTE,17,0.04283734408466675
DEXMEDETOMIDINE HCL IN NACL 200 MCG/50ML IV SOLN,17,0.04283734408466675
HYPROMELLOSE 0.3 % OP GEL,17,0.04283734408466675
CLINDAMYCIN IVPB 900 MG (UCI),17,0.04283734408466675
VORICONAZOLE IVPB (UCI),17,0.04283734408466675
VITAMIN B-12 100 MCG OR TABS,17,0.04283734408466675
CYCLOBENZAPRINE HCL 10 MG OR TABS,17,0.04283734408466675
CLINDAMYCIN PHOSPHATE 900 MG/6ML IJ SOLN,17,0.04283734408466675
SPIRONOLACTONE 12.5 MG OR TABS (HALF TABLET),17,0.04283734408466675
HYDROMORPHONE HCL 2 MG OR TABS,17,0.04283734408466675
ACETAMINOPHEN 325 MG RE SUPP,17,0.04283734408466675
KETAMINE 10 MG/ML OR SOLN (COMPOUNDED),17,0.04283734408466675
ESCITALOPRAM OXALATE 5 MG OR TABS,16,0.04031750031498047
RANOLAZINE 500 MG OR TB12,16,0.04031750031498047
LINEZOLID 600 MG/300ML IV SOLN,16,0.04031750031498047
CALCIUM ACETATE (PHOS BINDER) 667 MG PO CAPS,16,0.04031750031498047
ESMOLOL 2.5 G/250 ML PREMIX INFUSION (UCI),16,0.04031750031498047
PRAMIPEXOLE DIHYDROCHLORIDE 0.25 MG OR TABS,16,0.04031750031498047
DIVALPROEX DR 500 MG OR TBEC,16,0.04031750031498047
METOCLOPRAMIDE HCL 5 MG OR TABS,16,0.04031750031498047
GENTAMICIN < 100 MG IVPB (UCI),16,0.04031750031498047
VALPROATE SODIUM 250 MG/5ML OR SYRP,16,0.04031750031498047
LEVOTHYROXINE SODIUM 150 MCG OR TABS,16,0.04031750031498047
PAROXETINE HCL 20 MG OR TABS,16,0.04031750031498047
CALCIUM GLUCONATE 1G/100ML IV SOLN,16,0.04031750031498047
FLUOROURACIL CHEMO INTRAOP IVPB (UCI),16,0.04031750031498047
BICTEGRAVIR-EMTRICITAB-TENOFOV 50-200-25 MG PO TABS,16,0.04031750031498047
AZITHROMYCIN 250 MG OR TABS,16,0.04031750031498047
SERTRALINE HCL 25 MG OR TABS,16,0.04031750031498047
OLANZAPINE ODT 5 MG OR TBDP,16,0.04031750031498047
CEFOXITIN IV PUSH 100 MG/ML IN SWFI,15,0.03779765654529419
TOPIRAMATE 25 MG OR TABS,15,0.03779765654529419
ATOVAQUONE 750 MG/5ML OR SUSP,15,0.03779765654529419
ISAVUCONAZONIUM SULFATE 186 MG PO CAPS,15,0.03779765654529419
"BUPIVACAINE 0.5% AND LIDOCAINE 1%-EPI 1:100,000 AND SODIUM BICARB (OPTIME)",15,0.03779765654529419
DOBUTAMINE 500 MG/250 ML NS INFUSION (UCI),15,0.03779765654529419
SODIUM BICARBONATE 4.2 % IV SOLN,15,0.03779765654529419
LIDOCAINE 1 G/250 ML NS INFUSION (OPTIME)(UCI),15,0.03779765654529419
"DOXORUBICIN (ADRIAMYCIN) 50 MG, MITOMYCIN (MUTAMYCIN) 10 MG, IOHEXOL (OMNIPAQUE 240) 2040 MG IN STERILE WATER (PF) 10.5 ML TACE INJECTION (UCI)",15,0.03779765654529419
PRISMASATE CRRT DIALYSATE WITH ADDITIVES (UCI),15,0.03779765654529419
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG OR TABS,15,0.03779765654529419
CARBAMAZEPINE 200 MG OR TABS,15,0.03779765654529419
ERTAPENEM IV 500 MG,15,0.03779765654529419
LEVOTHYROXINE SODIUM 112 MCG OR TABS,15,0.03779765654529419
MINOXIDIL 2.5 MG OR TABS,15,0.03779765654529419
LEVOTHYROXINE SODIUM 88 MCG OR TABS,15,0.03779765654529419
HYDROMORPHONE DOSE FROM BAG (UCI),15,0.03779765654529419
URSODIOL 250 MG OR TABS,15,0.03779765654529419
LEUCOVORIN CHEMO INFUSION,15,0.03779765654529419
LEVETIRACETAM 2G IN 250 ML IVPB (UCI),15,0.03779765654529419
AMIODARONE 360 MG/250 ML D5W LOADING INFUSION (UCI),15,0.03779765654529419
POTASSIUM ACETATE IVPB 30 MEQ (UCI),15,0.03779765654529419
CHLORDIAZEPOXIDE HCL 25 MG OR CAPS,15,0.03779765654529419
HEPATITIS A VACCINE 1440 EL U/ML IM SUSP,15,0.03779765654529419
SPIRONOLACTONE 100 MG OR TABS,15,0.03779765654529419
NACL 0.9% CRRT MACHINE POST-FILTER FLUID,15,0.03779765654529419
ONDANSETRON HCL 8 MG OR TABS,15,0.03779765654529419
DIPHENOXYLATE-ATROPINE 2.5-0.025 MG OR TABS,14,0.03527781277560792
CLOBAZAM 10 MG PO TABS,14,0.03527781277560792
LAMOTRIGINE 100 MG OR TABS,14,0.03527781277560792
CITALOPRAM HYDROBROMIDE 10 MG OR TABS,14,0.03527781277560792
CEFAZOLIN IV PUSH 1 GM IN SWFI 10 ML (UCI),14,0.03527781277560792
LEVETIRACETAM IN NACL 1000 MG/100ML IV SOLN,14,0.03527781277560792
LEVETIRACETAM IN NACL 1500 MG/100ML IV SOLN,14,0.03527781277560792
MORPHINE SULFATE ER 30 MG PO TBCR,14,0.03527781277560792
ARIPIPRAZOLE 10 MG OR TABS,14,0.03527781277560792
DRONABINOL 2.5 MG OR CAPS,14,0.03527781277560792
METHYLPREDNISOLONE IVPB 1000 MG (UCI),14,0.03527781277560792
CALCIUM CHLORIDE IVPB <=2000 MG (UCI),14,0.03527781277560792
AMITRIPTYLINE HCL 25 MG OR TABS,14,0.03527781277560792
FAMOTIDINE 40 MG/5ML OR SUSR,14,0.03527781277560792
CEFOTETAN DISODIUM 1 GM IJ SOLR,14,0.03527781277560792
LABETALOL HCL 200 MG OR TABS,14,0.03527781277560792
MEROPENEM IV PUSH 1000 MG (UCI),14,0.03527781277560792
LACOSAMIDE 200 MG PO TABS,14,0.03527781277560792
PHENYTOIN SODIUM EXTENDED 100 MG OR CAPS,14,0.03527781277560792
BUPIVACAINE IN DEXTROSE 0.75-8.25 % IT SOLN,14,0.03527781277560792
TRIAMCINOLONE ACETONIDE 0.1 % EX OINT,14,0.03527781277560792
MISOPROSTOL 100 MCG OR TABS,14,0.03527781277560792
TRIMIX (UCI),14,0.03527781277560792
LACOSAMIDE 10 MG/ML PO SOLN,14,0.03527781277560792
NA BICARB 75 MEQ/L-NACL 0.45% CRRT REPLACEMENT FLUID,14,0.03527781277560792
OXYCODONE HCL ER 10 MG PO T12A,14,0.03527781277560792
OCTREOTIDE ACETATE 100 MCG/ML IJ SOLN,14,0.03527781277560792
VALGANCICLOVIR HCL 450 MG OR TABS,14,0.03527781277560792
"BUPIVACAINE 0.25%-EPI 1:200,000 AND LIDOCAINE 2% (OPTIME)",14,0.03527781277560792
DIGOXIN 0.25 MG/ML IJ SOLN,14,0.03527781277560792
HYDROCORTISONE 10 MG OR TABS,13,0.032757969005921636
LOPERAMIDE HCL 1 MG/7.5ML OR LIQD,13,0.032757969005921636
BACITRACIN-NEOMYCIN-POLYMYXIN 400-5-5000 EX OINT,13,0.032757969005921636
SACUBITRIL-VALSARTAN 24-26 MG PO TABS,13,0.032757969005921636
CEFOXITIN IV 2 GM,13,0.032757969005921636
MODAFINIL 200 MG OR TABS,13,0.032757969005921636
NA CHONDROIT SULF-NA HYALURON 20-15 MG/0.5ML IO SOSY,13,0.032757969005921636
CELECOXIB 100 MG OR CAPS,13,0.032757969005921636
IOHEXOL 9 MG/ML PO SOLN,13,0.032757969005921636
CINACALCET HCL 60 MG OR TABS,13,0.032757969005921636
ANTITHYMOCYTE GLOBULIN (RABBIT) IVPB (UCI),13,0.032757969005921636
FLUCONAZOLE IVPB (VARIABLE DOSE),13,0.032757969005921636
PROPOFOL 500 MG/50ML IV EMUL,13,0.032757969005921636
CEFOXITIN IV 100 MG/ML,13,0.032757969005921636
CEFUROXIME IV PUSH 1500 MG IN SWFI 20 ML (ANESTHESIA)(UCI),13,0.032757969005921636
BUPROPION SR (BID) 150 MG OR TB12,13,0.032757969005921636
HYDROMORPHONE HCL 4 MG OR TABS,13,0.032757969005921636
VENLAFAXINE HCL 37.5 MG OR CP24,13,0.032757969005921636
PANCRELIPASE (LIP-PROT-AMYL) 36000 UNITS PO CPEP,13,0.032757969005921636
PHENAZOPYRIDINE HCL 100 MG OR TABS,13,0.032757969005921636
BUPIVACAINE 0.125% ANESTHESIA EPIDURAL INFUSION (UCI),13,0.032757969005921636
POTASSIUM ACETATE IVPB 20 MEQ (UCI),13,0.032757969005921636
ALBUTEROL SULFATE (5 MG/ML) 0.5% IN NEBU,13,0.032757969005921636
TACROLIMUS 0.5 MG OR CAPS,13,0.032757969005921636
AMPHOTERICIN B LIPOSOME IVPB <=500 MG (UCI),13,0.032757969005921636
ENOXAPARIN SODIUM 30 MG/0.3ML IJ SOSY,13,0.032757969005921636
CUSTODIOL SOLN (UCI),13,0.032757969005921636
DOXYCYCLINE IVPB 200 MG (UCI),13,0.032757969005921636
REFRESH LACRI-LUBE OP OINT,13,0.032757969005921636
MYCOPHENOLATE MOFETIL 500 MG OR TABS,12,0.030238125236235352
POTASSIUM CHLORIDE IVPB 20 MEQ IN 250 ML PERIPHERAL (UCI),12,0.030238125236235352
POTASSIUM ACETATE IVPB 40 MEQ (UCI),12,0.030238125236235352
MORPHINE SULFATE 10 MG/5ML OR SOLN,12,0.030238125236235352
ACETAMINOPHEN-CAFFEINE 500-65 MG OR TABS,12,0.030238125236235352
FAT EMULSION PLANT BASED (SOY) 20 % IV EMUL,12,0.030238125236235352
