Table,Label,Unit,concept_name,vocab,concept_id,Lab Code,perc
labs,Epstein Barr virus DNA,log,Epstein Barr virus DNA [Log #/volume] (viral load) in Specimen by NAA with probe detection,LOINC,3050637,53774-6,0.047877032
labs,Epstein Barr virus DNA,cpy/mL,Epstein Barr virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,LOINC,3000453,32585-2,0.047877032
labs,Lidocaine,ug/mL,Lidocaine [Mass/volume] in Serum or Plasma,LOINC,3004944,14-Mar,0.047877032
labs,Diagnostic impression,Unknown,Diagnostic impression [Interpretation] in Specimen Narrative,LOINC,40765106,62365-2,0.047877032
labs,Rotavirus Ag,Unknown,Rotavirus Ag [Presence] in Stool by Immunoassay,LOINC,3014352,5880-0,0.047877032
labs,Hepatitis B virus little e Ag,Unknown,Hepatitis B virus e Ag [Presence] in Serum or Plasma by Immunoassay,LOINC,3023378,13954-3,0.047877032
labs,Reagin Ab,TITER,Reagin Ab [Titer] in Serum by RPR,LOINC,3026501,31147-2,0.047877032
labs,Aquaporin 4 water channel Ab.IgG,Unknown,Aquaporin 4 water channel IgG Ab [Presence] in Serum or Plasma,LOINC,3046426,43638-6,0.047877032
labs,Protein/Creatinine,MG/G,Protein/Creatinine [Ratio] in Urine,LOINC,3045462,34366-5,0.047877032
labs,Methemoglobin/Hemoglobin.total,%,Methemoglobin/Hemoglobin.total in Blood,LOINC,3007930,14-Jun,0.047877032
labs,Ketones,Unknown,Ketones [Presence] in Urine by Test strip,LOINC,3035350,14-Aug,0.045357188
labs,Phytonadione,nmol/L,Phytonadione [Mass/volume] in Serum or Plasma,LOINC,3002431,22-Feb,0.045357188
labs,Islet cell 512 Ab,Unknown,Islet cell 512 Ab [Units/volume] in Serum by Immunoassay,LOINC,40759837,56718-0,0.045357188
labs,Aquaporin 4 water channel Ab.IgG,Unknown,Aquaporin 4 water channel IgG Ab [Presence] in Cerebral spinal fluid,LOINC,3049741,46718-3,0.045357188
labs,Norovirus Genogroup I RNA,Unknown,Norovirus genogroup I RNA [Presence] in Stool by NAA with probe detection,LOINC,40758035,54905-5,0.045357188
labs,Myelin associated glycoprotein Ab.IgM,TU,Myelin associated glycoprotein IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,3009066,17314-6,0.045357188
labs,Norovirus Genogroup II RNA,Unknown,Norovirus genogroup II RNA [Presence] in Stool by NAA with probe detection,LOINC,40758036,54906-3,0.045357188
labs,Sulfate-3-Glucuronyl paragloboside Ab.IgM,IV,Sulfate-3-Glucuronyl paragloboside IgM Ab [Units/volume] in Serum,LOINC,3014803,31666-1,0.045357188
labs,Magnesium,MG/DL,Magnesium [Mass/volume] in Urine,LOINC,3019738,19124-7,0.042837344
labs,Phenytoin.free,ug/mL,Phenytoin Free [Mass/volume] in Serum or Plasma,LOINC,3005893,Mar-69,0.042837344
labs,Coagulation surface induced.hexagonal phase phospholipid,Unknown,aPTT W excess hexagonal phospholipid (StaClot LA confirm),LOINC,3030675,33930-9,0.042837344
labs,Phenytoin.free/Phenytoin.total,%,Phenytoin Free/Phenytoin.total in Serum or Plasma,LOINC,3002551,10548-6,0.042837344
labs,Respiratory syncytial virus Ag,Unknown,Respiratory syncytial virus Ag [Presence] in Specimen by Immunoassay,LOINC,3020426,Aug-76,0.042837344
labs,Insulin human Ab,U/mL,Insulin human Ab [Units/volume] in Serum,LOINC,3034080,Jul-74,0.042837344
labs,Rheumatoid factor,IU/mL,Rheumatoid factor [Units/volume] in Serum or Plasma,LOINC,3021614,11572-5,0.042837344
labs,Lymphocyte proliferation.phytohemagglutinin stimulation,ng/mL ATP,Lymphocyte proliferation stimulated by phytohemagglutinin [Mass/volume] in Blood,LOINC,3045696,33638-8,0.042837344
labs,JAK2 gene.p.Val617Phe mutant/normal,%,JAK2 gene.p.Val617Phe mutant/Normal in Blood or Tissue by Molecular genetics method,LOINC,3038346,53761-3,0.042837344
labs,Acetylcholine receptor modulation Ab/Acetylcholine Ab.total,%,Acetylcholine receptor modulation Ab/Acetylcholine Ab.total in Serum,LOINC,3014512,30192-9,0.0403175
labs,Sjogrens syndrome-A extractable nuclear Ab.IgG,Units,Sjogrens syndrome-A extractable nuclear IgG Ab [Presence] in Serum,LOINC,3021871,31625-7,0.0403175
labs,Epithelial cells.renal,/HPF,Epithelial cells.renal [#/area] in Urine by Computer assisted method,LOINC,3043138,33221-3,0.0403175
labs,Lacosamide,mcg/mL,Lacosamide [Mass/volume] in Serum or Plasma,LOINC,40762388,59297-2,0.037797657
labs,Proinsulin^post 12H CFst,pmol/L,Proinsulin [Moles/volume] in Serum or Plasma --12 hours fasting,LOINC,3024262,10451-3,0.037797657
labs,JC virus DNA,Unknown,JC virus DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,LOINC,3043717,33295-7,0.037797657
labs,Histone Ab.IgG,Units,Histone IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3011742,29996-6,0.037797657
labs,Tobramycin^peak,MCG/ML,Tobramycin [Mass/volume] in Serum or Plasma --peak,LOINC,3004090,Jun-57,0.037797657
labs,Estradiol,PG/ML,Estradiol (E2) [Mass/volume] in Serum or Plasma,LOINC,3025285,Apr-43,0.037797657
labs,Taenia solium larva Ab.IgG,Unknown,Taenia solium larva IgG Ab [Units/volume] in Cerebral spinal fluid,LOINC,3034879,35391-2,0.037797657
labs,Mesothelial cells/100 leukocytes,%,Mesothelial cells/100 leukocytes in Body fluid by Manual count,LOINC,3000598,12234-1,0.037797657
labs,Hemoglobin F/Hemoglobin.total,Unknown,Hemoglobin F/Hemoglobin.total in Blood by Kleihauer-Betke method,LOINC,3003515,Apr-33,0.037797657
labs,Specific gravity,Unknown,Specific gravity of Urine by Refractometry,LOINC,3019150,10-Jul,0.035277813
labs,Hemoglobin,Unknown,Hemoglobin [Mass/volume] in Urine by Automated test strip,LOINC,3030267,50559-4,0.035277813
labs,Coagulation specialist review,Unknown,Coagulation specialist review of results,LOINC,40771570,69049-5,0.035277813
labs,Coagulation thrombin induced,SEC,Thrombin time,LOINC,3036489,Mar-43,0.035277813
labs,Drugs identified,Unknown,Drugs identified in Serum or Plasma by Screen method,LOINC,3019917,20785-2,0.035277813
labs,D little u Ag,Unknown,Weak D Ag [Presence] on Red Blood Cells,LOINC,3033840,972-0,0.032757969
labs,Rickettsia rickettsii Ab.IgM,Unknown,Rickettsia rickettsii IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,3003901,08-Feb,0.032757969
labs,Lysozyme,ug/mL,Lysozyme [Mass/volume] in Serum or Plasma,LOINC,3012110,2589-0,0.032757969
labs,Hemoglobin.free,mg/dL,Free Hemoglobin [Mass/volume] in Plasma,LOINC,3022493,721-1,0.032757969
labs,carBAMazepine,MCG/ML,carBAMazepine [Mass/volume] in Serum or Plasma,LOINC,3028639,Feb-32,0.032757969
labs,Rickettsia rickettsii Ab.IgG,Unknown,Rickettsia rickettsii IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,3014184,07-Apr,0.032757969
labs,Erythrocyte casts,/LPF,RBC casts [#/area] in Urine by Computer assisted method,LOINC,3030940,33229-6,0.032757969
labs,Tobramycin^trough,MCG/ML,Tobramycin [Mass/volume] in Serum or Plasma --trough,LOINC,3006638,Feb-59,0.032757969
labs,Muscle specific receptor tyrosine kinase Ab,nmol/L,Muscle specific receptor tyrosine kinase Ab [Moles/volume] in Serum,LOINC,3041276,51716-9,0.032757969
labs,Pancreatic islet cell Ab,Unknown,Pancreatic islet cell Ab [Titer] in Serum,LOINC,3005593,13927-9,0.032757969
labs,Neutrophils.hypogranulated,Unknown,Neutrophils.hypogranulated [Presence] in Blood by Light microscopy,LOINC,3042451,40654-6,0.032757969
labs,Fructosamine,umol/L,Fructosamine [Moles/volume] in Serum or Plasma,LOINC,3019839,15069-8,0.032757969
labs,RNA polymerase III Ab,Units,RNA polymerase III Ab [Units/volume] in Serum by Immunoassay,LOINC,40766061,63329-7,0.032757969
labs,Geneticist review,Unknown,Geneticist review of results,LOINC,40771568,69047-9,0.030238125
labs,Rickettsia typhi Ab.IgG,Unknown,Rickettsia typhi IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,3026518,24-Sep,0.030238125
labs,Sirolimus,NG/ML,Sirolimus [Mass/volume] in Blood,LOINC,3021374,29247-4,0.030238125
labs,Rickettsia typhi Ab.IgM,Unknown,Rickettsia typhi IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,3027602,25-Jun,0.030238125
labs,Coagulation factor XI activity actual/Normal,%,Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3001850,26-Aug,0.030238125
labs,fentaNYL,Unknown,fentaNYL [Mass/volume] in Urine by Confirmatory method,LOINC,40761482,58381-5,0.030238125
labs,Microsatellite instability,Unknown,Microsatellite instability [Identifier] in Tissue by Molecular genetics method Nominal,LOINC,3047348,43368-0,0.030238125
labs,Cryptococcus sp Ag,TITER,Cryptococcus sp Ag [Titer] in Specimen,LOINC,3027446,11473-6,0.030238125
labs,Vancomycin^peak,MCG/ML,Vancomycin [Mass/volume] in Serum or Plasma --peak,LOINC,3011461,Jul-90,0.030238125
labs,Selenium,ug/L,Selenium [Mass/volume] in Serum or Plasma,LOINC,3019652,5724-0,0.030238125
labs,Borrelia burgdorferi Ab.IgG & IgM,Unknown,Borrelia burgdorferi IgG and IgM [Interpretation] in Serum by Immunoassay,LOINC,3052257,46248-1,0.030238125
labs,Glutamate decarboxylase 65 Ab,nmol/L,Glutamate decarboxylase 65 Ab [Moles/volume] in Cerebral spinal fluid,LOINC,3042531,53708-4,0.030238125
labs,Triiodothyronine.reverse,ng/dL,Triiodothyronine (T3).reverse [Mass/volume] in Serum or Plasma,LOINC,3027514,Aug-52,0.030238125
labs,Cortisol.free/Creatinine,ug/g CRT,Cortisol Free/Creatinine [Mass Ratio] in 24 hour Urine,LOINC,3016589,32009-3,0.027718281
labs,Osmolality,mOsm/kg,Osmolality of Stool,LOINC,3007256,2693-0,0.027718281
labs,EPINEPHrine/Creatinine,ug/g CRT,EPINEPHrine/Creatinine [Mass Ratio] in Urine,LOINC,3008612,13734-9,0.027718281
labs,DOPamine,ug/L,DOPamine [Mass/volume] in Urine,LOINC,3018686,17-Aug,0.027718281
labs,EPINEPHrine,ug/d,EPINEPHrine [Mass/time] in 24 hour Urine,LOINC,3017018,Jul-32,0.027718281
labs,Paraneoplastic Ab,Unknown,Paraneoplastic Ab [Presence] in Serum by Immunofluorescence,LOINC,40763938,61177-2,0.027718281
labs,Cortisol.free,ug/L,Cortisol Free [Mass/volume] in 24 hour Urine by HPLC,LOINC,3031748,34909-2,0.027718281
labs,Norepinephrine,ug/L,Norepinephrine [Mass/volume] in Urine,LOINC,3013062,Apr-67,0.027718281
labs,EPINEPHrine,ug/L,EPINEPHrine [Mass/volume] in Urine,LOINC,3003813,11046-0,0.027718281
labs,Methotrexate,mcmol/L,Methotrexate [Moles/volume] in Serum or Plasma,LOINC,3017115,14836-1,0.027718281
labs,Norepinephrine,ug/d,Norepinephrine [Mass/time] in 24 hour Urine,LOINC,3011657,Feb-68,0.027718281
labs,Norepinephrine/Creatinine,ug/g CRT,Norepinephrine/Creatinine [Mass Ratio] in Urine,LOINC,3019797,13782-8,0.027718281
labs,Cortisol.free,ug/d,Cortisol Free [Mass/time] in 24 hour Urine,LOINC,3014564,Jul-47,0.027718281
labs,DOPamine/Creatinine,ug/g CRT,DOPamine/Creatinine [Mass Ratio] in Urine,LOINC,3015397,13733-1,0.027718281
labs,DOPamine,ug/d,DOPamine [Mass/time] in 24 hour Urine,LOINC,3008090,18-Jun,0.027718281
labs,Entamoeba histolytica Ab.IgG,U,Entamoeba histolytica IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3024654,22-Apr,0.027718281
labs,Trans-3-Hydroxycotinine,ng/mL,Trans-3-Hydroxycotinine [Mass/volume] in Serum or Plasma,LOINC,3030595,35140-3,0.025198438
labs,Tobramycin,MCG/ML,Tobramycin [Mass/volume] in Serum or Plasma,LOINC,3035509,35670-9,0.025198438
labs,Cotinine,ng/mL,Cotinine [Mass/volume] in Serum or Plasma,LOINC,3006028,10365-5,0.025198438
labs,DNAse B Ab.Streptococcal,U/mL,Streptococcal DNAse B [Titer] in Serum,LOINC,3001475,14207-5,0.025198438
labs,Pituitary glycoprotein hormone.alpha subunit,ng/mL,Pituitary glycoprotein hormone.alpha subunit [Mass/volume] in Serum,LOINC,3014519,14170-5,0.025198438
labs,HLA-B27,Unknown,HLA-B27 [Presence],LOINC,3008898,21-May,0.025198438
labs,Lactate dehydrogenase 4/Lactate dehydrogenase.total,%,Lactate dehydrogenase 4/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis,LOINC,3024830,Feb-45,0.025198438
labs,Lactate dehydrogenase 3/Lactate dehydrogenase.total,%,Lactate dehydrogenase 3/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis,LOINC,3007858,Sep-42,0.025198438
labs,Coagulation factor XIII coagulum dissolution at 24H,Unknown,Coagulation factor XIII coagulum dissolution at 24 hours [Presence] in Platelet poor plasma by Coagulation assay,LOINC,3035447,Jul-41,0.025198438
labs,Lactate dehydrogenase 5/Lactate dehydrogenase.total,%,Lactate dehydrogenase 5/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis,LOINC,3012481,Jun-48,0.025198438
labs,Lactate dehydrogenase 1/Lactate dehydrogenase.total,%,Lactate dehydrogenase 1/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis,LOINC,3006898,Jan-36,0.025198438
labs,Insulin-like growth factor binding protein 3,ng/mL,Insulin-like growth factor binding protein 3 [Mass/volume] in Serum or Plasma,LOINC,3027370,Jun-83,0.025198438
labs,Thyroxine.free,ng/dL,Thyroxine (T4) free [Mass/volume] in Serum or Plasma by Dialysis,LOINC,3024675,Apr-92,0.025198438
labs,Lactate dehydrogenase 2/Lactate dehydrogenase.total,%,Lactate dehydrogenase 2/Lactate dehydrogenase.total in Serum or Plasma by Electrophoresis,LOINC,3023919,May-39,0.025198438
labs,Nicotine,ng/mL,Nicotine [Mass/volume] in Serum or Plasma,LOINC,3009178,Sep-53,0.025198438
labs,Blastomyces sp Ag,Unknown,Blastomyces sp Ag [Mass/volume] in Urine by Immunoassay,LOINC,1001618,93429-9,0.022678594
labs,Coxsackievirus B5 Ab,Unknown,Coxsackievirus B5 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3019804,Apr-63,0.022678594
labs,Coxsackievirus B4 Ab,Unknown,Coxsackievirus B4 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3019576,Jun-62,0.022678594
labs,Gliadin Ab.IgG,CU,Gliadin IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3015468,20496-6,0.022678594
labs,HLA-A locus,Unknown,HLA-A locus [Type],LOINC,3053072,38548-4,0.022678594
labs,HIV susceptibility panel,Unknown,HIV susceptibility panel by Genotype method,LOINC,3032209,49660-4,0.022678594
labs,Gliadin Ab.IgA,CU,Gliadin IgA Ab [Units/volume] in Serum by Immunoassay,LOINC,3015174,20495-8,0.022678594
labs,Mycoplasma pneumoniae Ab.IgM,U/L,Mycoplasma pneumoniae IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,3024605,Mar-56,0.022678594
labs,Blastomyces dermatitidis Ag,Unknown,Blastomyces dermatitidis Ag [Presence] in Urine by Immunoassay,LOINC,3032014,41746-9,0.022678594
labs,Coxsackievirus B1 Ab,Unknown,Coxsackievirus B1 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3003864,Feb-59,0.022678594
labs,HLA-DRB1,Unknown,HLA-DRB1 [Type],LOINC,40760417,57298-2,0.022678594
labs,Taenia solium larva Ab.IgG,IV,Taenia solium larva IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3012386,25389-8,0.022678594
labs,Flow cytometry specialist review,Unknown,Flow cytometry specialist review of results,LOINC,40771573,69052-9,0.022678594
labs,pH,Unknown,pH of Pleural fluid,LOINC,3035880,Aug-50,0.022678594
labs,Hemoglobin A1c/Hemoglobin.total,%,Hemoglobin A1c/Hemoglobin.total in Blood,LOINC,3004410,Apr-48,0.022678594
labs,Ribosomal P Ab,AU/mL,Ribosomal P Ab [Units/volume] in Serum,LOINC,3001199,13636-6,0.022678594
labs,HLA Ab,Unknown,HLA Ab [Presence] in Serum by Immunoassay,LOINC,3052599,48501-1,0.022678594
labs,Citrate/Creatinine,Unknown,Citrate/Creatinine [Mass Ratio] in Urine,LOINC,3036325,13722-4,0.022678594
labs,Mycoplasma pneumoniae Ab.IgG,U/L,Mycoplasma pneumoniae IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3024072,May-55,0.022678594
labs,Alkaline phosphatase.bone,ug/L,Alkaline phosphatase.bone [Mass/volume] in Serum or Plasma,LOINC,3018910,17838-4,0.022678594
labs,Coxsackievirus B3 Ab,Unknown,Coxsackievirus B3 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3023129,Aug-61,0.022678594
labs,Coxsackievirus B2 Ab,Unknown,Coxsackievirus B2 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3009436,9760-0,0.022678594
labs,Fat.microscopic observation,Unknown,Fat.microscopic observation [Identifier] in Stool by Sudan IV stain,LOINC,3024796,10753-2,0.022678594
labs,Viscosity,cP,Viscosity of Serum,LOINC,3010493,28-Jun,0.022678594
labs,Coxsackievirus B6 Ab,Unknown,Coxsackievirus B6 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3004635,Feb-64,0.022678594
labs,HLA-B*57:01,Unknown,HLA-B*57:01 [Presence],LOINC,3029589,50956-2,0.02015875
labs,HLA-DRB3,Unknown,HLA-DRB3 [Presence],LOINC,3046455,43379-7,0.02015875
labs,Amiodarone,ug/mL,Amiodarone [Mass/volume] in Serum or Plasma,LOINC,3015375,30-Aug,0.02015875
labs,Potassium,mmol/L,Potassium [Moles/volume] in Stool,LOINC,3005819,15202-5,0.02015875
labs,Desethylamiodarone,ug/mL,Desethylamiodarone [Mass/volume] in Serum or Plasma,LOINC,3036866,Apr-74,0.02015875
labs,Chromium,ug/L,Chromium [Mass/volume] in Serum or Plasma,LOINC,3008269,22-Jun,0.02015875
labs,Complement C1 esterase inhibitor,mg/dL,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,LOINC,3003245,Jun-77,0.02015875
labs,Calcium,MG/TV,Calcium [Mass/time] in 24 hour Urine,LOINC,3007687,Feb-74,0.02015875
labs,MDA5 Ab,Units,MDA5 Ab [Units/volume] in Serum by Line blot,LOINC,36306115,88725-7,0.02015875
labs,Vasopressin,pg/mL,Vasopressin [Mass/volume] in Serum or Plasma,LOINC,3024303,3126-0,0.02015875
labs,Choriogonadotropin (pregnancy test),mIU/mL,Choriogonadotropin (pregnancy test) [Presence] in Urine by Rapid immunoassay,LOINC,21492990,80384-1,0.02015875
labs,U1 small nuclear ribonucleoprotein Ab,Units,U1 small nuclear ribonucleoprotein Ab [Units/volume] in Serum by Immunoassay,LOINC,40760773,57662-9,0.02015875
labs,TIF1-gamma Ab,Units,TIF1-gamma Ab [Units/volume] in Serum by Line blot,LOINC,36305608,88739-8,0.02015875
labs,Provider.signing name,Unknown,Provider signing name,LOINC,3005484,18771-6,0.02015875
labs,Sjogrens syndrome-A extractable nuclear 52kD Ab.IgG,Units,Sjogrens syndrome-A extractable nuclear 52kD IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,42868729,70257-1,0.02015875
labs,Intrinsic factor blocking Ab,Unknown,Intrinsic factor blocking Ab [Presence] in Serum by Radioimmunoassay (RIA),LOINC,3003318,Feb-37,0.02015875
labs,MJ Ab,Units,Mj Ab [Units/volume] in Serum by Line blot,LOINC,42529583,82425-0,0.02015875
labs,Transferrin receptor.soluble,mg/L,Transferrin receptor.soluble [Moles/volume] in Serum or Plasma,LOINC,3046569,33210-6,0.02015875
labs,HLA-Cw locus,Unknown,HLA-Cw locus [Type],LOINC,3031536,42663-5,0.02015875
labs,HLA-DQB1,Unknown,HLA-DQB1 [Type] by High resolution,LOINC,40760418,57299-0,0.02015875
labs,Neuronal Ab,Unknown,Neuronal Ab [Units/volume] in Serum by Immunoassay,LOINC,3046855,32853-4,0.02015875
labs,HLA-B locus,Unknown,HLA-B locus [Type],LOINC,3049984,38546-8,0.02015875
labs,HLA-DPA1,Unknown,HLA-DPA1 [Type] by High resolution,LOINC,40762111,59018-2,0.02015875
labs,Apolipoprotein B-100,mg/dL,Apolipoprotein B-100 [Mass/volume] in Serum or Plasma,LOINC,3034387,1871-3,0.02015875
labs,HLA-DPB1,Unknown,HLA-DPB1 [Type] by High resolution,LOINC,40762110,59017-4,0.02015875
labs,HLA-DQA1,Unknown,HLA-DQA1 [Type] by High resolution,LOINC,40762112,59019-0,0.02015875
labs,Sodium,mmol/L,Sodium [Moles/volume] in Stool,LOINC,3011846,15207-4,0.02015875
labs,Streptococcus pneumoniae 19 Ab.IgG,ug/mL,Deprecated Streptococcus pneumoniae 19 IgG Ab [Mass/volume] in Serum,LOINC,3016811,27390-4,0.017638906
labs,Streptococcus pneumoniae Danish serotype 9V Ab.IgG,ug/mL,Streptococcus pneumoniae Danish serotype 9V IgG Ab [Mass/volume] in Serum,LOINC,3005260,30153-1,0.017638906
labs,Herpes virus 6 DNA,cpy/mL,Herpes virus 6 DNA [Presence] in Specimen by NAA with probe detection,LOINC,3035401,29495-9,0.017638906
labs,glipiZIDE,ng/mL,glipiZIDE [Presence] in Serum or Plasma,LOINC,3051380,48326-3,0.017638906
labs,Herpes virus 6 Ab.IgG & IgM,Unknown,Herpes virus 6 IgG and IgM [Interpretation] in Serum Narrative,LOINC,3039105,51730-0,0.017638906
labs,Centromere Ab.IgG,AU/mL,Centromere IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,3018212,29966-9,0.017638906
labs,Lactate,mmol/L,Lactate [Moles/volume] in Blood,LOINC,3047181,32693-4,0.017638906
labs,Lactate/Pyruvate,Unknown,Lactate/Pyruvate [Molar ratio] in Blood,LOINC,3022085,Feb-50,0.017638906
labs,Cobalt,Unknown,Cobalt [Mass/volume] in Blood,LOINC,3026470,25-Sep,0.017638906
labs,Pyruvate,Unknown,Pyruvate [Moles/volume] in Blood,LOINC,3011048,14121-8,0.017638906
labs,Amikacin^peak,mcg/mL,Amikacin [Mass/volume] in Serum or Plasma --peak,LOINC,3008977,19-Jan,0.017638906
labs,Cancer Ag 27-29,U/mL,Cancer Ag 27-29 [Units/volume] in Serum or Plasma,LOINC,3013520,17842-6,0.017638906
labs,Bile acid,umol/L,Bile acid [Moles/volume] in Serum or Plasma,LOINC,3028110,14628-2,0.017638906
labs,Cancer Ag 15-3,U/ML,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,LOINC,3006588,Sep-75,0.017638906
labs,Viable cells/100 cells,%,Viable cells/100 cells in Specimen,LOINC,3045723,33194-2,0.017638906
labs,PENTobarbital,MCG/ML,PENTobarbital [Mass/volume] in Serum or Plasma,LOINC,3020545,24-Aug,0.017638906
labs,Cells.CD20/100 cells,Unknown,CD20 cells/100 cells in Specimen,LOINC,3013075,20595-5,0.017638906
labs,Coxsackievirus A9 Ab,Unknown,Coxsackievirus A9 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3000239,Apr-58,0.017638906
labs,Neisseria gonorrhoeae rRNA,Unknown,Neisseria gonorrhoeae rRNA [Presence] in Specimen by NAA with probe detection,LOINC,3045028,43305-2,0.017638906
labs,Chlamydia trachomatis rRNA,Unknown,Chlamydia trachomatis rRNA [Presence] in Specimen by NAA with probe detection,LOINC,3043310,43304-5,0.017638906
labs,Coxsackievirus A4 Ab,Unknown,Coxsackievirus A4 Ab [Titer] in Cerebral spinal fluid,LOINC,3006040,16683-5,0.017638906
labs,Streptococcus pneumoniae 23 Ab.IgG,ug/mL,Deprecated Streptococcus pneumoniae 23 IgG Ab [Mass/volume] in Serum,LOINC,3005738,27389-6,0.017638906
labs,Amikacin,mcg/mL,Amikacin [Mass/volume] in Serum or Plasma,LOINC,3036152,35669-1,0.017638906
labs,Coxsackievirus A2 Ab,Unknown,Coxsackievirus A2 Ab [Titer] in Cerebral spinal fluid,LOINC,3007075,16682-7,0.017638906
labs,Extractable nuclear Ab,UNITS,Extractable nuclear Ab [Presence] in Serum by Immunoassay,LOINC,40766122,63391-7,0.017638906
labs,Coxsackievirus A16 Ab,Unknown,Coxsackievirus A16 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3010527,Jul-52,0.017638906
labs,Coxsackievirus A7 Ab,Unknown,Coxsackievirus A7 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3023496,Aug-56,0.017638906
labs,Coxsackievirus A10 Ab,Unknown,Coxsackievirus A10 Ab [Titer] in Cerebral spinal fluid by Complement fixation,LOINC,3023989,Sep-51,0.017638906
labs,Streptococcus pneumoniae Danish serotype 18C Ab.IgG,ug/mL,Streptococcus pneumoniae Danish serotype 18C IgG Ab [Mass/volume] in Serum,LOINC,3006665,27395-3,0.017638906
labs,Streptococcus pneumoniae Danish serotype 7F Ab.IgG,ug/mL,Streptococcus pneumoniae Danish serotype 7F IgG Ab [Mass/volume] in Serum,LOINC,3000899,25296-5,0.017638906
labs,Streptococcus pneumoniae 1 Ab.IgG,ug/mL,Deprecated Streptococcus pneumoniae 1 IgG Ab [Mass/volume] in Serum,LOINC,3004708,27092-6,0.017638906
labs,Streptococcus pneumoniae 5 Ab.IgG,ug/mL,Deprecated Streptococcus pneumoniae 5 IgG Ab [Mass/volume] in Serum,LOINC,3000385,31183-7,0.017638906
labs,glyBURIDE,ng/mL,glyBURIDE [Presence] in Serum or Plasma,LOINC,3052586,48327-1,0.017638906
labs,Cold agglutinin,titer,Cold agglutinin [Titer] in Serum or Plasma,LOINC,3001686,14658-9,0.017638906
labs,TOLAZamide,ng/mL,TOLAZamide [Presence] in Serum or Plasma,LOINC,3004476,21566-5,0.017638906
labs,Repaglinide,ng/mL,Repaglinide [Presence] in Serum or Plasma,LOINC,3052691,48328-9,0.017638906
labs,Pathologist name,Unknown,Pathologist name,LOINC,3016379,19139-5,0.017638906
labs,HLA-DRB4,Unknown,HLA-DRB4 [Type],LOINC,40762114,59021-6,0.017638906
labs,Streptococcus pneumoniae 8 Ab.IgG,ug/mL,Deprecated Streptococcus pneumoniae 8 IgG Ab [Mass/volume] in Serum,LOINC,3012917,27113-0,0.017638906
labs,acetoHEXAMIDE,ng/mL,Acetohexamide [Presence] in Serum or Plasma,LOINC,3044717,43626-1,0.017638906
labs,Streptococcus pneumoniae 3 Ab.IgG,ug/mL,Deprecated Streptococcus pneumoniae 3 IgG Ab [Mass/volume] in Serum,LOINC,3024826,27096-7,0.017638906
labs,Streptococcus pneumoniae serotype Ab.IgG,Unknown,Streptococcus pneumoniae serotype IgG Ab [Interpretation] in Serum Narrative,LOINC,3035282,42771-6,0.017638906
labs,Collection duration,h,Collection duration of Stool,LOINC,3017294,13363-7,0.017638906
labs,Adenosine deaminase,U/L,Adenosine deaminase [Enzymatic activity/volume] in Cerebral spinal fluid,LOINC,3034552,35703-8,0.017638906
labs,EPINEPHrine,pg/mL,EPINEPHrine [Mass/volume] in Plasma,LOINC,3008625,30-Jan,0.017638906
labs,Specimen weight,g,Weight of Stool,LOINC,3001709,30078-0,0.017638906
labs,Streptococcus pneumoniae Danish serotype 6B Ab.IgG,ug/mL,Streptococcus pneumoniae Danish serotype 6B IgG Ab [Mass/volume] in Serum,LOINC,3005665,27118-9,0.017638906
labs,TOLBUTamide,ng/mL,TOLBUTamide [Presence] in Serum or Plasma,LOINC,3002769,21567-3,0.017638906
